title,certificate,runtime,genre,rating,director,gross_earn
Ip Man,15,106 min,"Action, Biography, Drama",8,Wilson Yip,
Butch Cassidy and the Sundance Kid,A,110 min,"Biography, Crime, Drama",8,George Roy Hill,$102.31M
Rosemary's Baby,18,137 min,"Drama, Horror",8,Roman Polanski,
Avengers Assemble,12A,143 min,"Action, Adventure, Sci-Fi",8,Joss Whedon,$623.28M
Guardians of the Galaxy,12A,121 min,"Action, Adventure, Comedy",8,James Gunn,$333.18M
Deadpool,15,108 min,"Action, Adventure, Comedy",8,Tim Miller,$363.07M
Cinderella Man,12A,144 min,"Biography, Drama, Romance",8,Ron Howard,$61.65M
Akira,12,124 min,"Animation, Action, Drama",8,Katsuhiro Ôtomo,$0.55M
Planet of the Apes,A,112 min,"Adventure, Sci-Fi",8,Franklin J. Schaffner,$33.40M
Nausicaä of the Valley of the Wind,U,117 min,"Animation, Adventure, Sci-Fi",8,Hayao Miyazaki,$0.50M
Laputa: Castle in the Sky,PG,125 min,"Animation, Adventure, Family",8,Hayao Miyazaki,
The Maltese Falcon,A,100 min,"Crime, Film-Noir, Mystery",8,John Huston,$2.11M
Young Frankenstein,AA,106 min,Comedy,8,Mel Brooks,$86.30M
JFK,15,189 min,"Drama, History, Thriller",8,Oliver Stone,$70.41M
Dogville,15,178 min,"Crime, Drama",8,Lars von Trier,$1.53M
Roman Holiday,U,118 min,"Comedy, Romance",8,William Wyler,
Papillon,15,151 min,"Biography, Crime, Drama",8,Franklin J. Schaffner,$53.27M
Infernal Affairs,15,101 min,"Action, Crime, Drama",8,Andrew Lau,$0.17M
Baahubali: The Beginning,15,159 min,"Action, Drama",8,S.S. Rajamouli,$6.74M
Federico Fellini's 8½,A,138 min,Drama,8,Federico Fellini,$0.05M
The Diving Bell and the Butterfly,12,112 min,"Biography, Drama",8,Julian Schnabel,$5.99M
Touch of Evil,A,95 min,"Crime, Drama, Film-Noir",8,Orson Welles,$2.24M
High Noon,U,85 min,"Drama, Thriller, Western",8,Fred Zinnemann,$9.45M
Elite Squad,18,115 min,"Action, Crime, Drama",8,José Padilha,$0.01M
Persepolis,12A,96 min,"Animation, Biography, Drama",8,Vincent Paronnaud,$4.45M
Sling Blade,15,135 min,Drama,8,Billy Bob Thornton,$24.48M
Solaris,A,167 min,"Drama, Mystery, Sci-Fi",8,Andrei Tarkovsky,
The Straight Story,U,112 min,"Biography, Drama",8,David Lynch,$6.20M
The Killing,A,84 min,"Crime, Drama, Film-Noir",8,Stanley Kubrick,
The Night of the Hunter,X,92 min,"Crime, Drama, Film-Noir",8,Charles Laughton,$0.65M
Elite Squad 2: The Enemy Within,18,115 min,"Action, Crime, Drama",8,José Padilha,$0.10M
"Spring, Summer, Fall, Winter... And Spring",15,103 min,"Drama, Romance",8,Kim Ki-duk,$2.38M
The Hustler,X,134 min,"Drama, Sport",8,Robert Rossen,$8.28M
The Sea Inside,PG,126 min,"Biography, Drama",8,Alejandro Amenábar,$2.09M
Pink Floyd: The Wall,AA,95 min,"Drama, Fantasy, Music",8,Alan Parker,$22.24M
Chungking Express,12,102 min,"Comedy, Crime, Drama",8,Kar-Wai Wong,$0.60M
Who's Afraid of Virginia Woolf?,X,131 min,Drama,8,Mike Nichols,
Perfect Blue,18,81 min,"Animation, Crime, Drama",8,Satoshi Kon,$0.78M
La dolce vita,X,174 min,"Comedy, Drama",8,Federico Fellini,$19.52M
Being There,AA,130 min,"Comedy, Drama",8,Hal Ashby,$30.18M
Wings of Desire,PG,128 min,"Drama, Fantasy, Romance",8,Wim Wenders,$3.33M
Dilwale Dulhania Le Jayenge,PG,189 min,"Drama, Romance",8,Aditya Chopra,
Anatomy of a Murder,X,161 min,"Drama, Mystery",8,Otto Preminger,$11.90M
The Legend of 1900,15,169 min,"Drama, Music, Romance",8,Giuseppe Tornatore,$0.26M
The Cabinet of Dr. Caligari,A,58 min,"Horror, Mystery, Thriller",8,Robert Wiene,
La Strada,A,108 min,Drama,8,Federico Fellini,
G.O.R.A.,15,127 min,"Adventure, Comedy, Sci-Fi",8,Ömer Faruk Sorak,
Rio Bravo,PG,141 min,Western,8,Howard Hawks,$12.54M
Song of the Sea,PG,93 min,"Animation, Adventure, Drama",8,Tomm Moore,$0.86M
Battleship Potemkin,Rejected,75 min,"Drama, History, Thriller",8,Sergei Eisenstein,$0.05M
Mommy,15,139 min,Drama,8,Xavier Dolan,$3.49M
Special Chabbis,PG,144 min,"Crime, Drama, Thriller",8,Neeraj Pandey,$1.08M
What Ever Happened to Baby Jane?,18,134 min,"Drama, Horror, Thriller",8,Robert Aldrich,$4.05M
Stalag 17,A,120 min,"Comedy, Drama, War",8,Billy Wilder,
Neon Genesis Evangelion: The End of Evangelion,15,87 min,"Animation, Action, Drama",8,Hideaki Anno,
"Black Cat, White Cat",15,127 min,"Comedy, Crime, Romance",8,Emir Kusturica,$0.35M
Andrei Rublev,AA,205 min,"Biography, Drama, History",8,Andrei Tarkovsky,$0.10M
Andaz Apna Apna,U,160 min,"Action, Comedy, Romance",8,Rajkumar Santoshi,
Departures,12A,130 min,"Drama, Music",8,Yôjirô Takita,$1.50M
Winter Sleep,15,196 min,Drama,8,Nuri Bilge Ceylan,$0.17M
Le Samouraï,A,105 min,"Crime, Drama",8,Jean-Pierre Melville,$0.04M
The Last Picture Show,X,118 min,"Drama, Romance",8,Peter Bogdanovich,$29.13M
My Sassy Girl,137 min,"Comedy, Drama, Romance",,8,Jae-young Kwak,
Sleuth,AA,138 min,"Mystery, Thriller",8,Joseph L. Mankiewicz,$4.08M
Lage Raho Munna Bhai,PG,144 min,"Comedy, Drama, Romance",8,Rajkumar Hirani,$2.22M
Mirror,U,107 min,"Biography, Drama",8,Andrei Tarkovsky,$0.18M
The Tale of the Princess Kaguya,U,137 min,"Animation, Drama, Family",8,Isao Takahata,$1.51M
1: Nenokkadine,15,170 min,"Action, Thriller",8,Sukumar,
Fiddler on the Roof,U,181 min,"Drama, Family, Musical",8,Norman Jewison,$80.50M
Secrets & Lies,15,136 min,"Comedy, Drama",8,Mike Leigh,$13.42M
Brief Encounter,A,86 min,"Drama, Romance",8,David Lean,
Brotherhood,R,140 min,"Action, Drama, War",8,Je-kyu Kang,$1.11M
Central Station,15,110 min,Drama,8,Walter Salles,$5.60M
Sanjuro,A,96 min,"Action, Drama, Thriller",8,Akira Kurosawa,
Kind Hearts and Coronets,U,106 min,"Comedy, Crime",8,Robert Hamer,
Out of the Past,A,97 min,"Crime, Drama, Film-Noir",8,Jacques Tourneur,
Vizontele,15,110 min,"Comedy, Drama",8,Yilmaz Erdogan,
Ivan's Childhood,A,95 min,"Drama, War",8,Andrei Tarkovsky,
Fitzcarraldo,A,158 min,"Adventure, Drama",8,Werner Herzog,
Cries and Whispers,X,91 min,Drama,8,Ingmar Bergman,$1.74M
Au Revoir les Enfants,PG,104 min,"Drama, War",8,Louis Malle,$4.54M
The Exterminating Angel,X,95 min,"Drama, Fantasy",8,Luis Buñuel,
Sweet Smell of Success,A,96 min,"Drama, Film-Noir",8,Alexander Mackendrick,
The Blue Elephant,170 min,"Drama, Horror, Mystery",,8,Marwan Hamed,
Nobody Knows,12A,141 min,Drama,8,Hirokazu Koreeda,$0.68M
"Rome, Open City",A,103 min,"Drama, Thriller, War",8,Roberto Rossellini,
The Leopard,U,186 min,"Drama, History",8,Luchino Visconti,
Manon des Sources,PG,113 min,"Drama, Romance",8,Claude Berri,$3.94M
X-Men: Days of Future Past,12A,132 min,"Action, Adventure, Sci-Fi",7.9,Bryan Singer,$233.92M
District 9,15,112 min,"Action, Sci-Fi, Thriller",7.9,Neill Blomkamp,$115.65M
Shrek,U,90 min,"Animation, Adventure, Comedy",7.9,Andrew Adamson,$267.67M
Edge of Tomorrow,12A,113 min,"Action, Adventure, Sci-Fi",7.9,Doug Liman,$100.21M
Life of Pi,PG,127 min,"Adventure, Drama, Fantasy",7.9,Ang Lee,$124.99M
Harry Potter and the Prisoner of Azkaban,PG,142 min,"Adventure, Family, Fantasy",7.9,Alfonso Cuarón,$249.36M
Star Trek,12A,127 min,"Action, Adventure, Sci-Fi",7.9,J.J. Abrams,$257.73M
Toy Story 2,U,92 min,"Animation, Adventure, Comedy",7.9,John Lasseter,$245.85M
Shaun of the Dead,15,99 min,"Comedy, Horror",7.9,Edgar Wright,$13.54M
The Bourne Identity,12A,119 min,"Action, Mystery, Thriller",7.9,Doug Liman,$121.66M
Children of Men,15,109 min,"Action, Drama, Sci-Fi",7.9,Alfonso Cuarón,$35.55M
Edward Scissorhands,U,105 min,"Drama, Fantasy, Romance",7.9,Tim Burton,$56.36M
Dallas Buyers Club,15,117 min,"Biography, Drama",7.9,Jean-Marc Vallée,$27.30M
Mystic River,15,138 min,"Crime, Drama, Mystery",7.9,Clint Eastwood,$90.14M
In Bruges,18,107 min,"Comedy, Crime, Drama",7.9,Martin McDonagh,$7.76M
E.T. the Extra-Terrestrial,U,115 min,"Adventure, Family, Sci-Fi",7.9,Steven Spielberg,$435.11M
Boyhood,15,165 min,Drama,7.9,Richard Linklater,$25.38M
Mulholland Drive,15,147 min,"Drama, Mystery, Thriller",7.9,David Lynch,$7.22M
The Nightmare Before Christmas,PG,76 min,"Animation, Family, Fantasy",7.9,Henry Selick,$75.08M
The Untouchables,15,119 min,"Crime, Drama, Thriller",7.9,Brian De Palma,$76.27M
The Wrestler,15,109 min,"Drama, Sport",7.9,Darren Aronofsky,$26.24M
Almost Famous,15,122 min,"Adventure, Comedy, Drama",7.9,Cameron Crowe,$32.53M
"Crouching Tiger, Hidden Dragon",12,120 min,"Action, Adventure, Drama",7.9,Ang Lee,$128.08M
Boogie Nights,18,155 min,Drama,7.9,Paul Thomas Anderson,$26.40M
The Artist,PG,100 min,"Comedy, Drama, Romance",7.9,Michel Hazanavicius,$44.67M
Fantastic Mr. Fox,PG,87 min,"Animation, Adventure, Comedy",7.9,Wes Anderson,$21.00M
True Romance,18,119 min,"Crime, Drama, Romance",7.9,Tony Scott,$12.28M
Carlito's Way,18,144 min,"Crime, Drama, Thriller",7.9,Brian De Palma,$36.95M
Let the Right One In,15,114 min,"Drama, Fantasy, Horror",7.9,Tomas Alfredson,$2.12M
A Fistful of Dollars,X,99 min,"Action, Drama, Western",7.9,Sergio Leone,$14.50M
Titanic,12,194 min,"Drama, Romance",7.9,James Cameron,$659.33M
Iron Man,12A,126 min,"Action, Adventure, Sci-Fi",7.9,Jon Favreau,$318.41M
Brazil,15,132 min,"Drama, Sci-Fi",7.9,Terry Gilliam,$9.93M
The Blues Brothers,AA,133 min,"Action, Adventure, Comedy",7.9,John Landis,$57.23M
The Man from Earth,PG,87 min,"Drama, Fantasy, Mystery",7.9,Richard Schenkman,
Hero,12A,120 min,"Action, Adventure, Drama",7.9,Yimou Zhang,$53.71M
Letters from Iwo Jima,15,141 min,"Action, Adventure, Drama",7.9,Clint Eastwood,$13.76M
Before Midnight,15,109 min,"Drama, Romance",7.9,Richard Linklater,$8.11M
A Christmas Story,PG,93 min,"Comedy, Family",7.9,Bob Clark,$20.61M
Rope,PG,80 min,"Crime, Drama, Mystery",7.9,Alfred Hitchcock,
Ghost in the Shell,15,83 min,"Animation, Action, Crime",7.9,Mamoru Oshii,$0.52M
Manhattan,AA,96 min,"Comedy, Drama, Romance",7.9,Woody Allen,$45.70M
This Is Spinal Tap,15,82 min,"Comedy, Music",7.9,Rob Reiner,$4.74M
Spartacus,PG,197 min,"Adventure, Biography, Drama",7.9,Stanley Kubrick,$30.00M
Strangers on a Train,A,101 min,"Crime, Drama, Film-Noir",7.9,Alfred Hitchcock,$7.63M
The Raid 2,18,150 min,"Action, Crime, Thriller",7.9,Gareth Evans,$2.63M
All the President's Men,AA,138 min,"Drama, History, Thriller",7.9,Alan J. Pakula,$70.60M
Talk to Her,15,112 min,"Drama, Mystery, Romance",7.9,Pedro Almodóvar,$9.28M
Dancer in the Dark,15,140 min,"Crime, Drama, Musical",7.9,Lars von Trier,$4.18M
A Streetcar Named Desire,X,122 min,Drama,7.9,Elia Kazan,$8.00M
My Name Is Khan,12A,165 min,"Adventure, Drama, Romance",7.9,Karan Johar,$4.02M
Patton,A,172 min,"Biography, Drama, War",7.9,Franklin J. Schaffner,$61.70M
Do the Right Thing,18,120 min,"Comedy, Drama",7.9,Spike Lee,$27.55M
Three Colors: Blue,15,94 min,"Drama, Music, Mystery",7.9,Krzysztof Kieslowski,$1.32M
Notorious,A,102 min,"Drama, Film-Noir, Romance",7.9,Alfred Hitchcock,$10.46M
Amour,12A,127 min,Drama,7.9,Michael Haneke,$6.74M
Nosferatu,A,94 min,"Fantasy, Horror",7.9,F.W. Murnau,
The Searchers,PG,119 min,"Adventure, Drama, Western",7.9,John Ford,
Short Term 12,15,96 min,Drama,7.9,Destin Daniel Cretton,$1.01M
The Big Sleep,A,114 min,"Crime, Film-Noir, Mystery",7.9,Howard Hawks,$6.54M
King Kong,A,100 min,"Adventure, Horror, Sci-Fi",7.9,Merian C. Cooper,$10.00M
The Wild Bunch,18,145 min,"Action, Adventure, Western",7.9,Sam Peckinpah,$12.06M
Harold and Maude,AA,91 min,"Comedy, Drama, Romance",7.9,Hal Ashby,
Charade,PG,113 min,"Comedy, Mystery, Romance",7.9,Stanley Donen,$13.47M
Doctor Zhivago,A,193 min,"Drama, Romance, War",7.9,David Lean,$111.72M
In the Heat of the Night,A,110 min,"Drama, Mystery, Thriller",7.9,Norman Jewison,$24.38M
The Manchurian Candidate,12A,126 min,"Drama, Thriller",7.9,John Frankenheimer,
My Left Foot,15,103 min,"Biography, Drama",7.9,Jim Sheridan,$14.74M
Hannah and Her Sisters,15,107 min,"Comedy, Drama",7.9,Woody Allen,$40.08M
The Ten Commandments,U,220 min,"Adventure, Drama, Family",7.9,Cecil B. DeMille,$93.74M
Arsenic and Old Lace,PG,118 min,"Comedy, Crime, Thriller",7.9,Frank Capra,
The Philadelphia Story,A,112 min,"Comedy, Romance",7.9,George Cukor,
Kal Ho Naa Ho,12A,186 min,"Comedy, Drama, Musical",7.9,Nikkhil Advani,$1.79M
Whisper of the Heart,U,111 min,"Animation, Drama, Family",7.9,Yoshifumi Kondô,
"4 Months, 3 Weeks and 2 Days",15,113 min,Drama,7.9,Cristian Mungiu,$1.19M
Baby,15,159 min,"Action, Crime, Thriller",7.9,Neeraj Pandey,
Airlift,12A,130 min,"Action, Drama, History",7.9,Raja Menon,
Harvey,U,104 min,"Comedy, Drama, Fantasy",7.9,Henry Koster,
3-Iron,15,88 min,"Crime, Drama, Romance",7.9,Kim Ki-duk,$0.24M
Head-On,18,121 min,"Drama, Romance",7.9,Fatih Akin,
About Elly,12A,119 min,"Drama, Mystery",7.9,Asghar Farhadi,$0.11M
Nine Queens,15,114 min,"Crime, Drama, Thriller",7.9,Fabián Bielinsky,$1.22M
Jab We Met,PG,138 min,"Comedy, Drama, Romance",7.9,Imtiaz Ali,$0.41M
The Adventures of Robin Hood,U,102 min,"Action, Adventure, Romance",7.9,Michael Curtiz,$3.98M
Cat on a Hot Tin Roof,X,108 min,Drama,7.9,Richard Brooks,$17.57M
Miracle on 34th Street,U,96 min,"Comedy, Drama, Family",7.9,George Seaton,$2.65M
Laura,A,88 min,"Drama, Film-Noir, Mystery",7.9,Otto Preminger,$4.36M
No Man's Land,15,98 min,"Comedy, Drama, War",7.9,Danis Tanovic,$1.06M
The Return,12,110 min,Drama,7.9,Andrey Zvyagintsev,$0.50M
Amarcord,X,123 min,"Comedy, Drama",7.9,Federico Fellini,$0.58M
Vishwaroopam,12A,148 min,"Action, Thriller",7.9,Kamal Haasan,
The Lost Weekend,A,101 min,"Drama, Film-Noir",7.9,Billy Wilder,$9.46M
Kagemusha,A,180 min,"Drama, History, War",7.9,Akira Kurosawa,
Once Were Warriors,18,102 min,"Crime, Drama",7.9,Lee Tamahori,$2.20M
The Breath,15,128 min,"Action, Drama, Thriller",7.9,Levent Semerci,
C.R.A.Z.Y.,15,129 min,"Comedy, Drama",7.9,Jean-Marc Vallée,
Hiroshima Mon Amour,X,90 min,"Drama, Romance",7.9,Alain Resnais,$0.09M
Vivre Sa Vie,X,83 min,Drama,7.9,Jean-Luc Godard,
In a Lonely Place,PG,94 min,"Drama, Film-Noir, Mystery",7.9,Nicholas Ray,
The Lion in Winter,A,134 min,"Biography, Drama, History",7.9,Anthony Harvey,$22.28M
"Blood In, Blood Out",18,180 min,"Crime, Drama",7.9,Taylor Hackford,$4.50M
Dev.D,15,144 min,"Comedy, Drama, Romance",7.9,Anurag Kashyap,$0.01M
Knockin' on Heaven's Door,87 min,"Action, Crime, Comedy",,7.9,Thomas Jahn,$0.00M
The Conformist,X,113 min,Drama,7.9,Bernardo Bertolucci,$0.54M
The Thin Man,A,91 min,"Comedy, Mystery",7.9,W.S. Van Dyke,
La Règle du Jeu,PG,110 min,"Comedy, Drama",7.9,Jean Renoir,
The Big Heat,X,89 min,"Crime, Film-Noir, Thriller",7.9,Fritz Lang,
In Cold Blood,X,134 min,"Biography, Crime, Drama",7.9,Richard Brooks,
La Belle et la Bête,A,96 min,"Drama, Fantasy, Romance",7.9,Jean Cocteau,$0.30M
Sullivan's Travels,A,90 min,"Adventure, Comedy, Drama",7.9,Preston Sturges,
Star Wars: Episode VII - The Force Awakens,12A,138 min,"Action, Adventure, Sci-Fi",7.8,J.J. Abrams,$936.66M
Captain America: The Winter Soldier,12A,136 min,"Action, Adventure, Sci-Fi",7.8,Anthony Russo,$259.77M
The Hobbit: An Unexpected Journey,12A,169 min,"Adventure, Fantasy",7.8,Peter Jackson,$303.00M
Captain America: Civil War,12A,147 min,"Action, Adventure, Sci-Fi",7.8,Anthony Russo,$408.08M
The Social Network,12A,120 min,"Biography, Drama",7.8,David Fincher,$96.96M
Skyfall,12A,143 min,"Action, Adventure, Thriller",7.8,Sam Mendes,$304.36M
The Hobbit: The Desolation of Smaug,12A,161 min,"Adventure, Fantasy",7.8,Peter Jackson,$258.37M
The Curious Case of Benjamin Button,12A,166 min,"Drama, Fantasy, Romance",7.8,David Fincher,$127.51M
Drive,18,100 min,"Action, Drama",7.8,Nicolas Winding Refn,$35.06M
Taken,18,90 min,"Action, Crime, Thriller",7.8,Pierre Morel,$145.00M
The Hateful Eight,18,168 min,"Crime, Drama, Mystery",7.8,Quentin Tarantino,$54.12M
Cast Away,12,143 min,"Adventure, Drama, Romance",7.8,Robert Zemeckis,$233.63M
The Notebook,12A,123 min,"Drama, Romance",7.8,Nick Cassavetes,$81.00M
Nightcrawler,15,117 min,"Crime, Drama, Thriller",7.8,Dan Gilroy,$32.38M
Back to the Future Part II,PG,108 min,"Adventure, Comedy, Sci-Fi",7.8,Robert Zemeckis,$118.50M
Hot Fuzz,15,121 min,"Action, Comedy, Mystery",7.8,Edgar Wright,$23.64M
Little Miss Sunshine,15,101 min,"Comedy, Drama",7.8,Jonathan Dayton,$59.89M
The Girl with the Dragon Tattoo,18,158 min,"Crime, Drama, Mystery",7.8,David Fincher,$102.52M
Captain Phillips,12A,134 min,"Action, Biography, Crime",7.8,Paul Greengrass,$107.10M
Big Hero 6,PG,102 min,"Animation, Action, Adventure",7.8,Don Hall,$222.53M
The Last Samurai,15,154 min,"Action, Drama",7.8,Edward Zwick,$111.11M
Crash,15,112 min,"Crime, Drama, Thriller",7.8,Paul Haggis,$54.58M
The Big Short,15,130 min,"Biography, Comedy, Drama",7.8,Adam McKay,$70.26M
American Gangster,18,157 min,"Biography, Crime, Drama",7.8,Ridley Scott,$130.16M
Predator,18,107 min,"Action, Adventure, Horror",7.8,John McTiernan,$59.74M
Ghostbusters,PG,105 min,"Action, Comedy, Fantasy",7.8,Ivan Reitman,$238.63M
The Breakfast Club,15,97 min,"Comedy, Drama",7.8,John Hughes,$45.88M
The Fighter,15,116 min,"Action, Biography, Drama",7.8,David O. Russell,$93.62M
Moon,15,97 min,"Drama, Mystery, Sci-Fi",7.8,Duncan Jones,$5.01M
Ferris Bueller's Day Off,15,103 min,Comedy,7.8,John Hughes,$70.14M
Moonrise Kingdom,12A,94 min,"Comedy, Drama, Romance",7.8,Wes Anderson,$45.51M
About Time,12A,123 min,"Comedy, Drama, Fantasy",7.8,Richard Curtis,$15.32M
Being John Malkovich,15,113 min,"Comedy, Drama, Fantasy",7.8,Spike Jonze,$22.86M
How to Train Your Dragon 2,PG,102 min,"Animation, Action, Adventure",7.8,Dean DeBlois,$177.00M
Apocalypto,18,139 min,"Action, Adventure, Drama",7.8,Mel Gibson,$50.87M
Gattaca,15,106 min,"Drama, Sci-Fi, Thriller",7.8,Andrew Niccol,$12.34M
Serenity,15,119 min,"Action, Adventure, Sci-Fi",7.8,Joss Whedon,$25.51M
The Fugitive,12,130 min,"Action, Crime, Drama",7.8,Andrew Davis,$183.88M
Pride & Prejudice,U,129 min,"Drama, Romance",7.8,Joe Wright,$38.41M
Atonement,15,123 min,"Drama, Mystery, Romance",7.8,Joe Wright,$50.93M
Changeling,15,141 min,"Biography, Crime, Drama",7.8,Clint Eastwood,$35.74M
Walk the Line,12A,136 min,"Biography, Drama, Music",7.8,James Mangold,$119.52M
Mr. Nobody,15,141 min,"Drama, Fantasy, Romance",7.8,Jaco Van Dormael,$0.00M
The Girl with the Dragon Tattoo,18,152 min,"Crime, Drama, Mystery",7.8,Niels Arden Oplev,$10.10M
Remember the Titans,PG,113 min,"Biography, Drama, Sport",7.8,Boaz Yakin,$115.65M
Misery,18,107 min,"Drama, Thriller",7.8,Rob Reiner,$61.28M
Straight Outta Compton,15,147 min,"Biography, Drama, History",7.8,F. Gary Gray,$161.20M
Avatar,12A,162 min,"Action, Adventure, Fantasy",7.8,James Cameron,$760.51M
Willy Wonka & the Chocolate Factory,U,100 min,"Family, Fantasy, Musical",7.8,Mel Stuart,$4.00M
Ed Wood,15,127 min,"Biography, Comedy, Drama",7.8,Tim Burton,$5.89M
Mary Poppins,U,139 min,"Comedy, Family, Fantasy",7.8,Robert Stevenson,$102.27M
The Insider,15,157 min,"Biography, Drama, Thriller",7.8,Michael Mann,$28.97M
Tombstone,15,130 min,"Biography, Drama, History",7.8,George P. Cosmatos,$56.51M
Kramer vs. Kramer,A,105 min,Drama,7.8,Robert Benton,$106.26M
Kiki's Delivery Service,U,103 min,"Animation, Adventure, Family",7.8,Hayao Miyazaki,
A Bronx Tale,18,121 min,"Crime, Drama",7.8,Robert De Niro,$17.27M
Awakenings,12,121 min,"Biography, Drama",7.8,Penny Marshall,$52.10M
Boyz n the Hood,15,112 min,"Crime, Drama",7.8,John Singleton,$57.50M
Glory,15,122 min,"Biography, Drama, History",7.8,Edward Zwick,$26.83M
I Saw the Devil,18,144 min,"Action, Crime, Drama",7.8,Jee-woon Kim,$0.13M
Night of the Living Dead,X,96 min,"Horror, Thriller",7.8,George A. Romero,$0.09M
Dawn of the Dead,X,127 min,"Horror, Thriller",7.8,George A. Romero,$5.10M
Deception,15,131 min,"Crime, Drama, Mystery",7.8,Giuseppe Tornatore,$0.09M
Once,15,86 min,"Drama, Music, Romance",7.8,John Carney,$9.44M
The Fall,R,117 min,"Adventure, Drama, Fantasy",7.8,Tarsem Singh,$2.28M
The Conversation,AA,113 min,"Drama, Mystery, Thriller",7.8,Francis Ford Coppola,$4.42M
Midnight Cowboy,X,113 min,Drama,7.8,John Schlesinger,$44.79M
The King of Comedy,PG,109 min,"Comedy, Crime, Drama",7.8,Martin Scorsese,$2.50M
The Motorcycle Diaries,15,126 min,"Adventure, Biography, Drama",7.8,Walter Salles,$16.76M
Mississippi Burning,18,128 min,"Crime, Drama, History",7.8,Alan Parker,$34.60M
A Prophet,18,155 min,"Crime, Drama",7.8,Jacques Audiard,$2.08M
All About My Mother,15,101 min,Drama,7.8,Pedro Almodóvar,$8.26M
My Fair Lady,U,170 min,"Drama, Family, Musical",7.8,George Cukor,$72.00M
The Sandlot Kids,PG,101 min,"Comedy, Drama, Family",7.8,David Mickey Evans,$32.42M
October Sky,PG,108 min,"Biography, Drama, Family",7.8,Joe Johnston,$32.48M
The Day the Earth Stood Still,U,92 min,"Drama, Sci-Fi",7.8,Robert Wise,
The Remains of the Day,U,134 min,"Drama, Romance",7.8,James Ivory,$22.95M
The White Ribbon,15,144 min,"Drama, Mystery, Thriller",7.8,Michael Haneke,$2.22M
The Outlaw Josey Wales,18,135 min,Western,7.8,Clint Eastwood,$31.80M
Frankenstein,PG,70 min,"Drama, Horror, Sci-Fi",7.8,James Whale,
Breaking the Waves,18,159 min,Drama,7.8,Lars von Trier,$4.04M
The Chaser,18,125 min,"Action, Crime, Drama",7.8,Na Hong-jin,
Shadow of a Doubt,A,108 min,"Film-Noir, Thriller",7.8,Alfred Hitchcock,
Mother,15,129 min,"Crime, Drama, Mystery",7.8,Bong Joon Ho,$0.55M
The Chorus,12A,97 min,"Comedy, Drama, Music",7.8,Christophe Barratier,$3.64M
The Right Stuff,15,193 min,"Adventure, Biography, Drama",7.8,Philip Kaufman,$21.50M
Bringing Up Baby,102 min,Comedy,,7.8,Howard Hawks,
Duck Soup,U,69 min,"Comedy, Musical",7.8,Leo McCarey,
His Girl Friday,A,92 min,"Comedy, Drama, Romance",7.8,Howard Hawks,$0.30M
Days of Heaven,A,94 min,"Drama, Romance",7.8,Terrence Malick,
Crimes and Misdemeanors,15,104 min,"Comedy, Drama",7.8,Woody Allen,$18.25M
